UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
8411,L55590,298.5,309.5,1548,44.5,132,0,0,0,0,0,0,8410,298.46,1536.4,39.96,298.4774637289788,1584.8720315570085,39.04602967943826,298.5,1861.0,26.9,13283.25,2526345.0999999954,12951046,336181.79999999976,0.0,-0.16818914562063403,0.6542750929368031,False,89102.25,2396304,1980.25,1,2,2,0.0,309.0,True,False
8412,L55591,298.6,309.8,1496,37.7,134,0,0,0,0,0,0,8411,298.5,1566.8,38.44,298.5183091526526,1555.2480210380058,38.59735311962551,298.5,1548.0,44.5,11257.220000000001,2526643.6999999955,12952542,336219.49999999977,0.0003350083752093891,-0.03359173126614989,-0.15280898876404492,False,89161.96,2238016,1421.2900000000002,1,1,1,0.0,309.0,True,False
8413,M23272,298.6,309.7,1314,49.7,136,0,0,0,0,0,0,8412,298.54,1558.2,38.36,298.5455394351018,1474.8320140253375,42.298235413083674,298.6,1496.0,37.7,14840.420000000002,2526942.2999999956,12953856,336269.1999999998,0.0,-0.12165775401069523,0.3183023872679045,False,89161.96,1726596,2470.09,1,0,3,0.0,309.0,False,True
8414,M23273,298.6,309.7,1422,49.7,139,0,0,0,0,0,0,8413,298.56,1528.2,41.7,298.56369295673454,1457.2213426835583,44.76549027538912,298.6,1314.0,49.7,14840.420000000002,2527240.8999999957,12955278,336318.8999999998,0.0,0.08219178082191791,0.0,False,89161.96,2022084,2470.09,1,0,3,0.0,309.0,False,True
8415,L55594,298.6,309.8,1842,20.1,142,0,0,0,0,0,0,8414,298.58000000000004,1524.4,40.34,298.5757953044897,1585.4808951223722,36.54366018359275,298.6,1422.0,49.7,6001.860000000001,2527539.499999996,12957120,336338.99999999977,0.0,0.2953586497890295,-0.5955734406438632,False,89161.96,3392964,404.01000000000005,1,3,0,0.0,309.0,True,False
8416,M23275,298.7,309.9,1434,53.0,144,0,0,0,0,0,0,8415,298.62,1501.6,42.040000000000006,298.6171968696598,1534.9872634149149,42.02910678906183,298.6,1842.0,20.1,15831.099999999999,2527838.199999996,12958554,336391.99999999977,0.00033489618218340844,-0.22149837133550487,1.6368159203980097,False,89221.68999999999,2056356,2809.0,1,1,3,0.0,309.0,False,True
8417,M23276,298.8,310.1,1585,31.3,147,0,0,0,0,0,0,8416,298.66,1519.4,40.76,298.6781312464399,1551.6581756099433,38.45273785937455,298.7,1434.0,53.0,9352.44,2528136.999999996,12960139,336423.29999999976,0.00033478406427867036,0.10529986052998597,-0.40943396226415096,False,89281.44,2512225,979.69,1,2,0,0.0,309.0,False,True
8418,H37831,298.8,310.1,1704,30.7,150,0,0,0,0,0,0,8417,298.7,1597.4,36.96,298.7187541642933,1602.4387837399624,35.8684919062497,298.8,1585.0,31.3,9173.16,2528435.7999999956,12961843,336453.99999999977,0.0,0.07507886435331224,-0.019169329073482455,False,89281.44,2903616,942.49,1,3,0,0.0,309.0,False,False
8419,L55598,298.9,310.2,1971,23.2,155,0,0,0,0,0,0,8418,298.76000000000005,1707.2,31.660000000000004,298.7791694428622,1725.2925224933085,31.645661270833138,298.8,1704.0,30.7,6934.48,2528734.6999999955,12963814,336477.1999999998,0.0003346720214187915,0.1566901408450705,-0.24429967426710097,False,89341.20999999999,3884841,538.24,1,3,0,0.0,309.0,True,False
8420,L55599,299.0,310.3,1431,39.9,157,0,0,0,0,0,0,8419,298.84,1625.0,35.62,298.8527796285748,1627.1950149955392,34.39710751388876,298.9,1971.0,23.2,11930.1,2529033.6999999955,12965245,336517.0999999998,0.00033456005352960894,-0.273972602739726,0.7198275862068966,False,89401.0,2047761,1592.01,1,1,1,0.0,309.0,True,False
8421,L55600,298.9,310.4,1546,37.7,159,0,0,0,0,0,0,8420,298.88,1647.4,32.56,298.86851975238324,1600.1300099970263,35.49807167592584,299.0,1431.0,39.9,11268.53,2529332.5999999954,12966791,336554.7999999998,-0.00033444816053518345,0.08036338225017481,-0.05513784461152871,False,89341.20999999999,2390116,1421.2900000000002,1,2,1,0.0,309.0,True,False
8422,L55601,298.9,310.3,1496,36.3,161,0,0,0,0,0,0,8421,298.9,1629.6,33.56,298.8790131682555,1565.4200066646845,35.765381117283894,298.9,1546.0,37.7,10850.069999999998,2529631.4999999953,12968287,336591.0999999998,0.0,-0.03234152652005173,-0.037135278514588976,False,89341.20999999999,2238016,1317.6899999999998,1,1,1,0.0,309.0,True,False
8423,H37836,298.9,310.3,1243,63.0,163,0,0,0,0,0,0,8422,298.91999999999996,1537.4,40.019999999999996,298.886008778837,1457.9466711097898,44.8435874115226,298.9,1496.0,36.3,18830.699999999997,2529930.3999999953,12969530,336654.0999999998,0.0,-0.16911764705882348,0.7355371900826448,False,89341.20999999999,1545049,3969.0,1,0,3,0.0,309.0,False,False
8424,L55603,299.0,310.4,1452,46.2,168,0,0,0,0,0,0,8423,298.93999999999994,1433.6,44.620000000000005,298.924005852558,1455.9644474065267,45.29572494101507,298.9,1243.0,63.0,13813.800000000001,2530229.3999999953,12970982,336700.2999999998,0.00033456005352960894,0.16814159292035402,-0.2666666666666666,False,89401.0,2108304,2134.44,1,1,2,0.0,309.0,True,False
8425,L55604,299.1,310.6,1380,44.7,170,0,0,0,0,0,0,8424,298.9599999999999,1423.4,45.58,298.98267056837204,1430.6429649376846,45.09714996067672,299.0,1452.0,46.2,13369.770000000002,2530528.4999999953,12972362,336744.9999999998,0.00033444816053518345,-0.04958677685950408,-0.03246753246753242,False,89460.81000000001,1904400,1998.0900000000001,1,0,2,0.0,309.0,True,False
8426,L55605,299.2,310.6,1567,38.4,172,0,0,0,0,0,0,8425,299.02,1427.6,45.72,299.05511371224804,1476.0953099584565,42.864766640451144,299.1,1380.0,44.7,11489.279999999999,2530827.6999999955,12973929,336783.39999999985,0.0003343363423602419,0.13550724637681166,-0.14093959731543637,False,89520.64,2455489,1474.56,1,2,1,0.0,309.0,True,False
8427,L55606,299.1,310.5,1628,35.9,174,0,0,0,0,0,0,8426,299.06,1454.0,45.64,299.07007580816537,1526.7302066389711,40.543177760300765,299.2,1567.0,38.4,10737.69,2531126.7999999956,12975557,336819.2999999999,-0.00033422459893039935,0.03892788768347155,-0.06510416666666663,False,89460.81000000001,2650384,1288.81,1,3,1,0.0,309.0,True,False
8428,L55607,299.1,310.4,1505,46.1,176,0,0,0,0,0,0,8427,299.1,1506.4,42.260000000000005,299.08005053877696,1519.4868044259808,42.395451840200515,299.1,1628.0,35.9,13788.510000000002,2531425.8999999957,12977062,336865.39999999985,0.0,-0.0755528255528255,0.28412256267409486,False,89460.81000000001,2265025,2125.21,1,2,2,0.0,309.0,True,False
8429,M23288,299.0,310.3,1827,28.0,178,0,0,0,0,0,0,8428,299.1,1581.4,38.620000000000005,299.05336702585134,1621.991202950654,37.59696789346701,299.1,1505.0,46.1,8372.0,2531724.8999999957,12978889,336893.39999999985,-0.00033433634236046395,0.21395348837209305,-0.3926247288503254,False,89401.0,3337929,784.0,1,3,0,0.0,309.0,False,True
8430,L55609,299.0,310.3,1577,40.0,181,0,0,0,0,0,0,8429,299.08000000000004,1620.8,37.68,299.03557801723423,1606.994135300436,38.39797859564467,299.0,1827.0,28.0,11960.0,2532023.8999999957,12980466,336933.39999999985,0.0,-0.13683634373289544,0.4285714285714286,False,89401.0,2486929,1600.0,1,2,1,0.0,309.0,True,False
8431,L55610,298.9,310.2,1304,57.2,183,0,0,0,0,0,0,8430,299.02000000000004,1568.2,41.44,298.9903853448228,1505.9960902002908,44.66531906376312,299.0,1577.0,40.0,17097.079999999998,2532322.7999999956,12981770,336990.59999999986,-0.00033444816053518345,-0.1731135066582118,0.43000000000000016,False,89341.20999999999,1700416,3271.84,1,0,3,0.0,309.0,True,False
8432,H37845,298.9,310.1,1324,54.6,185,0,0,0,0,0,0,8431,298.97999999999996,1507.4,45.18000000000001,298.9602568965486,1445.330726800194,47.97687937584209,298.9,1304.0,57.2,16319.939999999999,2532621.6999999955,12983094,337045.19999999984,0.0,0.015337423312883347,-0.045454545454545525,False,89341.20999999999,1752976,2981.1600000000003,1,0,3,0.0,309.0,False,False
8433,L55612,298.8,310.0,1537,39.9,190,0,0,0,0,0,0,8432,298.91999999999996,1513.8,43.94,298.9068379310324,1475.8871512001294,45.2845862505614,298.9,1324.0,54.6,11922.12,2532920.4999999953,12984631,337085.09999999986,-0.0003345600535294979,0.1608761329305135,-0.2692307692307693,False,89281.44,2362369,1592.01,1,2,1,0.0,309.0,True,False
8434,M23293,298.8,310.1,1501,48.7,192,0,0,0,0,0,0,8433,298.88,1448.6,48.08,298.87122528735495,1484.2581008000864,46.42305750037427,298.8,1537.0,39.9,14551.560000000001,2533219.299999995,12986132,337133.7999999999,0.0,-0.02342225113858165,0.2205513784461155,False,89281.44,2253001,2371.69,1,1,3,0.0,309.0,False,True
8435,M23294,298.7,309.9,1654,29.1,195,0,0,0,0,0,0,8434,298.82,1464.0,45.9,298.81415019157,1540.8387338667244,40.64870500024952,298.8,1501.0,48.7,8692.17,2533517.9999999953,12987786,337162.89999999985,-0.00033467202141912455,0.10193204530313116,-0.40246406570841886,False,89221.68999999999,2735716,846.8100000000001,1,3,0,0.0,309.0,False,True
8436,M23295,298.7,310.0,1519,38.1,198,0,0,0,0,0,0,8435,298.78,1507.0,42.08,298.77610012771333,1533.5591559111497,39.79913666683302,298.7,1654.0,29.1,11380.47,2533816.6999999955,12989305,337200.9999999998,0.0,-0.08162031438935913,0.30927835051546393,False,89221.68999999999,2307361,1451.6100000000001,1,2,1,0.0,309.0,False,True
8437,L55616,298.7,309.9,1371,51.3,201,0,0,0,0,0,0,8436,298.74,1516.4,41.42,298.75073341847553,1479.3727706074333,43.632757777888685,298.7,1519.0,38.1,15323.309999999998,2534115.3999999957,12990676,337252.2999999998,0.0,-0.09743252139565506,0.34645669291338566,False,89221.68999999999,1879641,2631.6899999999996,1,0,3,0.0,309.0,True,False
8438,L55617,298.7,309.8,1181,65.9,203,1,0,0,0,1,0,8437,298.72,1445.2,46.620000000000005,298.73382227898367,1379.9151804049557,51.05517185192579,298.7,1371.0,51.3,19684.33,2534414.099999996,12991857,337318.19999999984,0.0,-0.1385849744711889,0.28460038986354785,False,89221.68999999999,1394761,4342.81,1,0,3,0.0,309.0,True,False
8439,L55618,298.6,309.8,1469,42.8,205,0,0,0,0,0,0,8438,298.67999999999995,1438.8,45.44,298.6892148526558,1409.6101202699706,48.30344790128387,298.7,1181.0,65.9,12780.08,2534712.699999996,12993326,337360.9999999998,-0.0003347840642784483,0.24386113463166814,-0.35053110773899854,False,89161.96,2157961,1831.8399999999997,1,1,2,0.1,310.0,True,False
8440,L55619,298.6,309.8,1637,34.6,207,0,0,0,0,0,0,8439,298.65999999999997,1435.4,46.540000000000006,298.65947656843724,1485.4067468466471,43.73563193418925,298.6,1469.0,42.8,10331.560000000001,2535011.299999996,12994963,337395.5999999998,0.0,0.11436351259360111,-0.19158878504672894,False,89161.96,2679769,1197.16,1,3,1,0.1,310.0,True,False
8441,L55620,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,8440,298.64,1405.6,50.120000000000005,298.6396510456249,1446.9378312310982,47.82375462279283,298.6,1637.0,34.6,16721.600000000002,2535309.899999996,12996333,337451.5999999998,0.0,-0.1631032376298106,0.6184971098265895,False,89161.96,1876900,3136.0,1,0,3,0.1,310.0,True,False
8442,L55621,298.6,309.9,1630,30.6,2,0,0,0,0,0,0,8441,298.62,1457.4,45.980000000000004,298.6264340304166,1507.9585541540655,42.08250308186189,298.6,1370.0,56.0,9137.160000000002,2535608.4999999963,12997963,337482.1999999998,0.0,0.1897810218978102,-0.4535714285714285,False,89161.96,2656900,936.3600000000001,1,3,0,0.1,310.0,True,False
8443,L55622,298.6,310.0,1517,39.0,4,0,0,0,0,0,0,8442,298.6,1524.6,40.6,298.6176226869444,1510.9723694360437,41.055002054574594,298.6,1630.0,30.6,11645.400000000001,2535907.0999999964,12999480,337521.1999999998,0.0,-0.06932515337423317,0.27450980392156854,False,89161.96,2301289,1521.0,1,2,1,0.1,310.0,True,False
8444,M23303,298.6,309.9,1668,32.3,6,0,0,0,0,0,0,8443,298.6,1564.4,38.5,298.61174845796296,1563.3149129573626,38.136668036383064,298.6,1517.0,39.0,9644.78,2536205.6999999965,13001148,337553.49999999977,0.0,0.09953856295319707,-0.17179487179487185,False,89161.96,2782224,1043.2899999999997,1,3,0,0.1,310.0,False,True
8445,M23304,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,8444,298.6,1600.6,36.559999999999995,298.60783230530865,1648.2099419715753,33.72444535758871,298.6,1668.0,32.3,7435.14,2536504.2999999966,13002966,337578.3999999998,0.0,0.08992805755395694,-0.22910216718266252,False,89161.96,3305124,620.0099999999999,1,3,0,0.1,310.0,False,True
8446,M23305,298.6,310.0,1541,36.9,12,0,0,0,0,0,0,8445,298.6,1634.8,32.739999999999995,298.6052215368725,1612.473294647717,34.78296357172581,298.6,1818.0,24.9,11018.34,2536802.8999999966,13004507,337615.2999999998,0.0,-0.15236523652365241,0.4819277108433735,False,89161.96,2374681,1361.61,1,2,1,0.1,310.0,False,True
8447,L55626,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,8446,298.58000000000004,1605.2,35.04,298.57014769124834,1568.9821964318114,37.221975714483875,298.6,1541.0,36.9,12566.85,2537101.3999999966,13005989,337657.3999999998,-0.0003348961821836305,-0.03828682673588579,0.14092140921409224,False,89102.25,2196324,1772.41,1,1,2,0.1,310.0,True,False
8448,L55627,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,8447,298.58000000000004,1589.6,37.22,298.58009846083223,1525.6547976212078,41.44798380965592,298.5,1482.0,42.1,14900.140000000001,2537399.9999999967,13007428,337707.2999999998,0.0003350083752093891,-0.029014844804318485,0.18527315914489306,False,89161.96,2070721,2490.0099999999998,1,1,3,0.1,310.0,True,False
8449,L55628,298.5,310.0,1492,41.2,19,0,0,0,0,0,0,8448,298.56,1554.4,39.0,298.5533989738882,1514.436531747472,41.36532253977062,298.6,1439.0,49.9,12298.2,2537698.4999999967,13008920,337748.4999999998,-0.0003348961821836305,0.03683113273106331,-0.17434869739478953,False,89102.25,2226064,1697.4400000000003,1,1,2,0.0,310.0,True,False
8450,L55629,298.4,309.9,1725,27.8,21,0,0,0,0,0,0,8449,298.52000000000004,1535.8,39.58,298.5022659825921,1584.6243544983147,36.84354835984708,298.5,1492.0,41.2,8295.52,2537996.8999999966,13010645,337776.2999999998,-0.0003350083752095001,0.15616621983914203,-0.325242718446602,False,89042.55999999998,2975625,772.84,1,3,0,0.0,310.0,True,False
8451,L55630,298.4,310.0,1559,44.2,23,0,0,0,0,0,0,8450,298.47999999999996,1539.4,41.04,298.4681773217281,1576.0829029988768,39.29569890656472,298.4,1725.0,27.8,13189.28,2538295.2999999966,13012204,337820.4999999998,0.0,-0.096231884057971,0.5899280575539569,False,89042.55999999998,2430481,1953.6400000000003,1,2,2,0.0,310.0,True,False
8452,L55631,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,8451,298.47999999999996,1530.0,41.120000000000005,298.4787848811521,1529.055268665918,40.36379927104315,298.4,1559.0,44.2,12686.25,2538593.7999999966,13013639,337862.9999999998,0.00033512064343166337,-0.07953816549069914,-0.03846153846153855,False,89102.25,2059225,1806.25,1,1,2,0.0,310.0,True,False
8453,M23312,298.6,310.0,1512,37.5,27,0,0,0,0,0,0,8452,298.48,1544.6,38.64,298.5191899207681,1523.370179110612,39.40919951402877,298.5,1435.0,42.5,11197.5,2538892.3999999966,13015151,337900.4999999998,0.0003350083752093891,0.0536585365853659,-0.11764705882352944,False,89161.96,2286144,1406.25,1,2,1,0.0,310.0,False,True
8454,L55633,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,8453,298.5,1559.0,37.82000000000001,298.54612661384544,1536.913452740408,38.63946634268585,298.6,1512.0,37.5,11078.060000000001,2539190.9999999967,13016715,337937.5999999998,0.0,0.03439153439153442,-0.010666666666666602,False,89161.96,2446096,1376.41,1,2,1,0.0,310.0,True,False
8455,L55634,298.6,310.0,1522,40.3,32,0,0,0,0,0,0,8454,298.54,1518.4,40.32,298.5640844092303,1531.9423018269388,39.19297756179057,298.6,1564.0,37.1,12033.58,2539489.599999997,13018237,337977.8999999998,0.0,-0.026854219948849067,0.08625336927223715,False,89161.96,2316484,1624.0899999999997,1,2,2,0.0,310.0,True,False
8456,L55635,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,8455,298.58000000000004,1477.8,43.379999999999995,298.5760562728202,1473.294867884626,45.961985041193714,298.6,1522.0,40.3,17766.7,2539788.199999997,13019593,338037.3999999998,0.0,-0.10906701708278577,0.4764267990074442,False,89161.96,1838736,3540.25,1,0,3,0.0,310.0,True,False
8457,L55636,298.6,309.9,1556,38.6,36,0,0,0,0,0,0,8456,298.6,1502.0,42.6,298.5840375152135,1500.8632452564175,43.50799002746248,298.6,1356.0,59.5,11525.960000000001,2540086.799999997,13021149,338075.99999999977,0.0,0.14749262536873164,-0.35126050420168065,False,89161.96,2421136,1489.96,1,2,1,0.0,310.0,True,False
8458,L55637,298.6,309.9,1393,45.5,38,0,0,0,0,0,0,8457,298.6,1478.2,44.2,298.5893583434757,1464.908830170945,44.17199335164166,298.6,1556.0,38.6,13586.300000000001,2540385.399999997,13022542,338121.49999999977,0.0,-0.10475578406169661,0.1787564766839378,False,89161.96,1940449,2070.25,1,0,2,0.0,310.0,True,False
8459,L55638,298.7,309.9,1753,26.8,40,0,0,0,0,0,0,8458,298.62,1516.0,42.14,298.62623889565043,1560.9392201139635,38.38132890109445,298.6,1393.0,45.5,8005.16,2540684.0999999973,13024295,338148.29999999976,0.00033489618218340844,0.25843503230437914,-0.41098901098901097,False,89221.68999999999,3073009,718.24,1,3,0,0.0,310.0,True,False
8460,L55639,298.7,309.9,1651,29.5,42,0,0,0,0,0,0,8459,298.64,1541.8,39.980000000000004,298.6508259304336,1590.9594800759758,35.420885934062966,298.7,1753.0,26.8,8811.65,2540982.7999999975,13025946,338177.79999999976,0.0,-0.05818596691386191,0.10074626865671643,False,89221.68999999999,2725801,870.25,1,3,0,0.0,310.0,True,False
8461,L55640,298.7,309.9,1372,54.7,44,0,0,0,0,0,0,8460,298.66,1545.0,39.02,298.66721728695575,1517.9729867173173,41.847257289375314,298.7,1651.0,29.5,16338.89,2541281.4999999977,13027318,338232.49999999977,0.0,-0.16898849182313747,0.8542372881355933,False,89221.68999999999,1882384,2992.09,1,0,3,0.0,310.0,True,False
8462,L55641,298.7,309.9,1446,43.3,46,0,0,0,0,0,0,8461,298.67999999999995,1523.0,39.959999999999994,298.67814485797055,1493.9819911448783,42.331504859583546,298.7,1372.0,54.7,12933.71,2541580.199999998,13028764,338275.79999999976,0.0,0.05393586005830908,-0.20840950639853761,False,89221.68999999999,2090916,1874.8899999999996,1,1,2,0.0,310.0,True,False
8463,M23322,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,8462,298.7,1544.6,39.8,298.68542990531375,1496.321327429919,43.12100323972237,298.7,1446.0,43.3,13351.890000000001,2541878.899999998,13030265,338320.49999999977,0.0,0.03803596127247588,0.03233256351039282,False,89221.68999999999,2253001,1998.0900000000001,1,1,2,0.0,310.0,False,True
8464,M23323,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,8463,298.7,1476.2,43.46,298.6902866035425,1467.8808849532793,43.78066882648158,298.7,1501.0,44.7,13471.37,2542177.599999998,13031676,338365.59999999974,0.0,-0.059960026648900766,0.008948545861297452,False,89221.68999999999,1990921,2034.0100000000002,1,0,2,0.0,310.0,False,True
8465,H37878,298.6,309.7,1672,27.5,54,0,0,0,0,0,0,8464,298.67999999999995,1480.4,43.06,298.6601910690284,1535.920589968853,38.35377921765439,298.7,1411.0,45.1,8211.5,2542476.1999999983,13033348,338393.09999999974,-0.0003347840642784483,0.18497519489723602,-0.3902439024390244,False,89161.96,2795584,756.25,1,3,0,0.0,310.0,False,False
8466,M23325,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,8465,298.67999999999995,1501.0,40.220000000000006,298.6734607126856,1515.613726645902,39.06918614510293,298.6,1672.0,27.5,12097.35,2542774.8999999985,13034823,338433.59999999974,0.00033489618218340844,-0.11782296650717705,0.47272727272727266,False,89221.68999999999,2175625,1640.25,1,1,2,0.0,310.0,False,True
8467,L55646,298.7,309.8,1469,38.4,62,0,0,0,0,0,0,8466,298.68,1505.6,39.239999999999995,298.6823071417904,1500.0758177639348,38.84612409673529,298.7,1475.0,40.5,11470.08,2543073.5999999987,13036292,338471.99999999977,0.0,-0.004067796610169538,-0.05185185185185193,False,89221.68999999999,2157961,1474.56,1,1,1,0.0,310.0,True,False
8468,L55647,298.6,309.8,1704,28.3,64,0,0,0,0,0,0,8467,298.65999999999997,1546.2,35.96,298.65487142786026,1568.0505451759566,35.330749397823524,298.7,1469.0,38.4,8450.380000000001,2543372.199999999,13037996,338500.29999999976,-0.0003347840642784483,0.15997277059223958,-0.26302083333333326,False,89161.96,2903616,800.89,1,3,0,0.0,310.0,True,False
8469,H37882,298.6,309.7,1463,39.1,66,0,0,0,0,0,0,8468,298.64,1556.6,34.760000000000005,298.63658095190686,1533.0336967839712,36.587166265215686,298.6,1704.0,28.3,11675.260000000002,2543670.799999999,13039459,338539.39999999973,0.0,-0.14143192488262912,0.3816254416961131,False,89161.96,2140369,1528.8100000000002,1,1,1,0.0,310.0,False,False
8470,M23329,298.6,309.7,1280,64.1,71,0,0,0,0,0,0,8469,298.64,1478.2,42.08,298.62438730127127,1448.6891311893141,45.75811084347713,298.6,1463.0,39.1,19140.26,2543969.399999999,13040739,338603.4999999997,0.0,-0.12508544087491458,0.6393861892583119,False,89161.96,1638400,4108.8099999999995,1,0,3,0.0,310.0,False,True
8471,L55650,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,8470,298.64,1476.0,41.58,298.6495915341809,1453.7927541262095,43.17207389565142,298.6,1280.0,64.1,11350.6,2544268.099999999,13042203,338641.4999999997,0.00033489618218340844,0.14375000000000004,-0.407176287051482,False,89221.68999999999,2143296,1444.0,1,1,1,0.0,310.0,True,False
8472,L55651,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,8471,298.62,1448.6,43.18,298.6330610227873,1413.1951694174732,44.24804926376761,298.7,1464.0,38.0,13855.04,2544566.6999999993,13043535,338687.89999999973,-0.0003347840642784483,-0.0901639344262295,0.2210526315789474,False,89161.96,1774224,2152.96,1,0,2,0.0,310.0,True,False
8473,L55652,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,8472,298.6,1434.6,45.08,298.58870734852485,1486.7967796116488,42.09869950917841,298.6,1332.0,46.4,11283.3,2544865.1999999993,13045169,338725.6999999997,-0.0003348961821836305,0.22672672672672678,-0.18534482758620696,False,89102.25,2669956,1428.8399999999997,1,3,1,0.0,310.0,True,False
8474,M23333,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,8473,298.6,1428.0,45.88,298.59247156568324,1467.8645197410992,42.432466339452276,298.5,1634.0,37.8,12869.660000000002,2545163.7999999993,13046599,338768.7999999997,0.0003350083752093891,-0.12484700122399017,0.14021164021164023,False,89161.96,2044900,1857.6100000000001,1,1,2,0.0,310.0,False,True
8475,M23334,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,8474,298.58000000000004,1476.6,41.980000000000004,298.56164771045553,1486.243013160733,43.15497755963486,298.6,1430.0,43.1,13313.1,2545462.2999999993,13048122,338813.3999999997,-0.0003348961821836305,0.06503496503496509,0.03480278422273786,False,89102.25,2319529,1989.16,1,2,2,0.0,310.0,False,True
8476,M23335,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,8475,298.54,1495.2,41.92,298.541098473637,1509.8286754404887,41.33665170642324,298.5,1523.0,44.6,11253.45,2545760.7999999993,13049679,338851.0999999997,0.0,0.02232435981615244,-0.1547085201793722,False,89102.25,2424249,1421.2900000000002,1,2,1,0.0,310.0,False,True
8477,L55656,298.5,309.6,1585,32.2,89,0,0,0,0,0,0,8476,298.52,1545.8,39.08,298.5273989824247,1534.8857836269926,38.2911011376155,298.5,1557.0,37.7,9611.7,2546059.2999999993,13051264,338883.2999999997,0.0,0.017983301220295456,-0.1458885941644562,False,89102.25,2512225,1036.8400000000001,1,2,0,0.0,310.0,True,False
8478,H37891,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,8477,298.52,1534.8,38.22,298.51826598828313,1549.590522417995,36.694067425077,298.5,1585.0,32.2,9999.75,2546357.7999999993,13052843,338916.7999999997,0.0,-0.003785488958990557,0.040372670807453215,False,89102.25,2493241,1122.25,1,2,1,0.0,310.0,False,False
8479,M23338,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,8478,298.5,1519.6,41.760000000000005,298.5121773255221,1484.3936816119967,44.72937828338467,298.5,1579.0,33.5,18148.8,2546656.2999999993,13054197,338977.5999999997,0.0,-0.1424952501583281,0.8149253731343282,False,89102.25,1833316,3696.64,1,0,3,0.0,310.0,False,True
8480,L55659,298.6,309.7,1627,33.4,99,0,0,0,0,0,0,8479,298.52,1540.4,39.52,298.5414515503481,1531.9291210746646,40.952918855589786,298.5,1354.0,60.8,9973.24,2546954.8999999994,13055824,339010.9999999997,0.0003350083752093891,0.2016248153618907,-0.45065789473684215,False,89161.96,2647129,1115.56,1,3,1,0.0,310.0,True,False
8481,L55660,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,8480,298.5,1524.4,39.1,298.4943010335654,1513.6194140497764,39.16861257039319,298.6,1627.0,33.4,10623.039999999999,2547253.2999999993,13057301,339046.5999999997,-0.00066979236436715,-0.09219422249539033,0.06586826347305408,False,89042.55999999998,2181529,1267.3600000000001,1,1,1,0.0,310.0,True,False
8482,M23341,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,8481,298.46,1526.4,38.46,298.42953402237697,1540.7462760331844,35.779075046928796,298.4,1477.0,35.6,8650.7,2547551.599999999,13058896,339075.5999999997,-0.00033512064343155235,0.07989167230873395,-0.1853932584269663,False,88982.89000000001,2544025,841.0,0,2,0,0.0,310.0,False,True
8483,L55662,298.4,309.5,1520,38.1,106,0,0,0,0,0,0,8482,298.44,1514.6,39.38,298.4196893482513,1533.8308506887897,36.55271669795253,298.3,1595.0,29.0,11369.039999999999,2547849.999999999,13060416,339113.69999999966,0.00033523298692572645,-0.047021943573667735,0.31379310344827593,False,89042.55999999998,2310400,1451.6100000000001,1,2,1,0.0,310.0,True,False
8484,L55663,298.3,309.4,1618,31.5,108,0,0,0,0,0,0,8483,298.4,1567.4,33.519999999999996,298.37979289883424,1561.8872337925266,34.86847779863503,298.4,1520.0,38.1,9396.45,2548148.299999999,13062034,339145.19999999966,-0.00033512064343155235,0.06447368421052624,-0.17322834645669294,False,88982.89000000001,2617924,992.25,0,3,0,0.0,310.0,True,False
8485,L55664,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,8484,298.36,1521.4,36.9,298.38652859922286,1506.9248225283513,40.01231853242335,298.3,1618.0,31.5,15009.519999999999,2548446.699999999,13063431,339195.49999999965,0.00033523298692572645,-0.13658838071693447,0.5968253968253967,False,89042.55999999998,1951609,2530.0899999999997,1,0,3,0.0,310.0,True,False
